"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"<h3>Incident Closure Details</h3>
<table border=""1"" cellpadding=""6"" cellspacing=""0"" style=""border-collapse:collapse;font-family:sans-serif;"">
  <tr><th>Field</th><th>Value</th></tr>
  <tr><td>Event Id</td><td>A753e3386-488</td></tr>
  <tr><td>Incident Name</td><td>High Voltage Incident identified - Smart Pole</td></tr>
  <tr><td>Status</td><td style=""color:green;font-weight:bold"">CLOSED</td></tr>
  <tr><td>Start Date</td><td>07-05-2026 10:28:25</td></tr>
  <tr><td>Actual End Date</td><td>07-05-2026 10:30:53</td></tr>
</table>","187880","test","chromium","2026-05-07","passed","2026-05-07","","BKP_EventE2E.spec.ts","",""
